State,District,Latitude,Longitude,Population,Male Literate,Female Literate,Scheduled Castes,Male Scheduled Castes,Female Scheduled Castes,Scheduled Tribes,Male Scheduled Tribes,Female Scheduled Tribes ,Workers,Male Workers,Female Workers,Main Workers,Marginal Workers,Non Workers,Cultivator Workers,Agricultural Workers,Household Workers,Other_Workers,Total Hindus,Total Muslims,Total Christians,Total Sikhs ,Total Buddhists,Total Jains,Others Religions,Religion Not Stated,LPG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Rural Households,Urban Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduation,Other Education,Households with Bicycle,Households with Car Jeep Van,Households with Radio Transistor,"Households with Scooter,Motorcycle,Moped","Households with Telephone,Mobile,Phone and Landline only","Households with Telephone,MobilePhone and Mobile only","Households with TV,Computer,Laptop,Telephone,mobile,phone and ScooterCar",Households with Television,"Households with Telephone,Mobile and Phone","Households with Telephone,Mobile and Phone",Total Religion,Literacy Rate,Sex Ratio
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,1840221,600541,382569,318001,166662,151339,164,89,75,599089,459037,140052,453567,145522,1241132,217672,131877,31600,217940,1075440,750368,5952,5295,189,517,21,2439,55064,89329,2825,18303,335888,115486,451374,251669,352835,230640,161282,164763,69522,3021,167023,7361,60499,63056,7487,194951,4256,101804,206663,4225,1837782,100.0,91.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,1656616,603596,413491,309980,166454,143526,15,9,6,524676,430934,93742,419027,105649,1131940,239350,129517,51330,104479,1375788,273967,1263,504,2033,606,65,2390,32510,61491,2488,18082,299785,65985,365770,237853,283674,263749,175582,107628,95072,7194,178143,6011,58628,37935,7070,161683,2647,64187,174734,5981,1654226,100.0,88.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,1796184,692964,477279,460544,248195,212349,801,398,403,628864,493991,134873,448651,180213,1167320,224986,234069,20783,149026,1612968,176327,1300,478,819,155,103,4034,23831,49753,2682,25354,363933,41323,405256,235341,344866,341845,223529,157167,97740,5930,220794,12752,101117,40159,17377,163780,3594,65556,184973,3816,1792150,100.0,86.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,1599596,507279,306145,555397,291303,264094,193,102,91,639086,402644,236442,415312,223774,960510,141102,321410,30491,146083,1372381,220423,2225,522,687,545,3,2810,22034,43753,1503,15029,349856,30764,380620,184229,253910,180825,146757,89011,45341,5115,210669,4403,81230,35502,5468,145907,1530,52946,154650,3275,1596786,100.0,91.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,3564544,1183722,771098,544231,278947,265284,80269,41003,39266,1116973,804857,312116,523258,593715,2447571,265686,528388,57049,265850,2928462,620244,5006,767,4619,383,133,4930,29304,127331,3486,35931,742324,42775,785099,836856,424892,367405,249265,170911,119625,11970,432174,12849,89443,70192,13754,383308,3858,103014,404094,7032,3559614,100.0,96.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,1221592,397586,243605,240519,126325,114194,71610,36834,34776,503351,326783,176568,357033,146318,718241,267580,131354,14882,89535,1163804,33724,1351,1034,69,20390,41,1179,20720,77082,1079,9906,258013,43819,301832,185575,202692,154118,61543,32237,34658,3535,118185,5511,39275,36718,4266,118747,2163,53524,126482,3469,1220413,100.0,91.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,4589838,1742440,1384820,948294,498799,449495,7506,4036,3470,1542806,1226399,316407,1152285,390521,3047032,175578,203029,99863,1064336,3537787,985070,20493,23883,3877,4975,504,13249,469747,582769,68506,152257,344155,717566,1061721,489898,554301,552171,428121,378742,639260,52132,539667,90205,271988,337254,44139,506004,111961,506413,607420,57277,4576589,100.0,92.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,875958,302283,185823,220898,117389,103509,647,355,292,349676,237153,112523,238712,110964,526282,114244,130422,13523,91487,815142,57454,965,389,94,234,157,1523,12874,42936,1316,11298,198298,48525,246823,119002,141201,131165,60400,33810,37165,3926,85723,5755,42442,21276,5417,105277,1820,35422,113025,2331,874435,100.0,88.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,1868529,712110,491775,368206,196507,171699,478,258,220,560840,466067,94773,424782,136058,1307689,270888,137174,24784,127994,1746649,100723,1729,475,8814,4161,38,5940,43074,79022,2642,24451,338475,72783,411258,234774,353287,319158,230731,144516,111696,12281,216358,7361,49983,53444,9035,196084,4061,76780,209597,4478,1862589,100.0,88.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,2547184,943346,564400,506580,271295,235285,1520,826,694,840939,635142,205797,594799,246140,1706245,235886,179248,44453,381352,2310776,216933,3179,2872,883,2056,126,10359,107867,281239,8726,37596,407488,177802,585290,303291,420976,344961,233264,155937,103102,10262,212964,16580,56649,124260,16178,287981,16520,221574,318989,14830,2536825,100.0,86.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,2205968,773082,589962,474537,241498,233039,22915,11464,11451,696747,475413,221334,396438,300309,1509221,145225,212343,118614,220565,1769937,428555,2109,340,564,155,129,4179,40087,149908,2656,26716,352207,99321,451528,344570,410737,320743,256784,209493,150462,15771,228921,7411,58485,47576,9349,216857,3652,82073,232564,6358,2201789,100.0,98.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,3443689,1254520,886968,624149,334198,289951,3390,1828,1562,1090539,898810,191729,890810,199729,2353150,196068,153995,63096,677380,2183255,1185643,10582,24912,1855,18544,236,18662,236071,425624,23717,69473,381520,422303,803823,412280,495861,469403,359944,254337,275076,36096,331961,42392,131511,186553,28088,382571,41567,354359,440962,30303,3425027,100.0,89.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,2496970,865837,562846,661129,347436,313693,20132,10480,9652,881996,613061,268935,537091,344905,1614974,178132,334372,80246,289246,2292534,195765,2373,1133,341,701,27,4096,43500,145997,4447,24518,465152,77963,543115,361642,421577,340261,232189,177109,140668,17680,309079,10205,110625,63155,11801,218005,5703,136132,237437,7631,2492874,100.0,90.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,4772006,1357435,906413,731406,385244,346162,685,377,308,1417811,1193439,224372,1104968,312843,3354195,368638,338384,88733,622056,2488265,2248392,13157,7555,1260,2426,382,10569,179473,281758,11690,61846,692398,355518,1047916,635957,725118,492338,296210,186311,186489,23372,399563,19316,133640,148802,23837,465306,18797,283005,504670,15527,4761437,0.0,91.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,4143512,1448528,968811,561250,298587,262663,317,176,141,1291644,1081569,210075,1085491,206153,2851868,336049,323641,45952,586002,2382914,1711453,6495,18601,1516,16345,60,6128,147785,368153,10077,56149,673746,296104,969850,826387,780470,531913,281747,148770,98691,5608,377807,32866,152598,145278,26827,467994,19878,331760,512592,17771,4137384,100.0,89.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,2031007,654290,406805,333558,176436,157122,1714,892,822,618605,534939,83666,463415,155190,1412402,216476,224192,22782,155155,1449007,489686,3510,84787,360,138,45,3474,47723,83006,2870,18097,371752,89638,461390,294135,281158,240057,117838,77602,66129,9713,242225,7560,70230,55738,8642,192082,3823,106945,205860,5136,2027533,100.0,89.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,867848,250122,151393,60429,30755,29674,550427,276742,273685,481294,251691,229603,327445,153849,386554,306419,96815,5516,72544,827293,25597,358,72,32,14077,27,392,17984,71612,716,5961,209813,24269,234082,142397,111276,70969,35206,21854,19109,2137,62048,2803,20596,31782,2318,72023,1433,37216,78345,4004,867456,0.0,98.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,3209141,1121381,810178,709252,351054,358198,723,380,343,1066601,704569,362032,553013,513588,2142540,305746,386563,68642,305650,2731351,452394,3920,1451,7795,746,43,11441,46358,140538,5149,34400,711085,41701,752786,427626,558350,456752,332742,238011,197846,20047,447696,15781,231339,104506,16752,369563,6063,135185,397265,10950,3197700,100.0,100.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,3405559,1165965,799878,1030367,526735,503632,1756,876,880,1204710,867393,337317,644869,559841,2200849,316891,507882,60774,319163,2975998,413243,3634,2424,722,397,602,8539,65080,247856,5184,34788,705025,73393,778418,540661,538301,477689,270775,182823,153041,15662,509053,13483,174654,94437,15715,337107,7023,130197,363829,11007,3397020,100.0,94.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,630408,413258,307936,162844,145092,358,207,151,737261,609693,127568,564266,172995,1598558,214187,230238,54238,238598,1073890,1181337,9201,65316,384,1307,63,4321,62281,131112,3847,25960,396775,143217,539992,278477,374898,171242,85117,51703,43839,3169,247366,14386,94941,73261,15035,232709,6956,134249,253787,6043,2331498,0.0,91.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1220114,856994,764450,407029,357421,980,517,463,1037344,911136,126208,882701,154643,2429038,221567,273050,34032,508695,1966892,1454052,6523,18627,1937,10208,135,8008,149035,404499,9699,38816,605082,284156,889238,474060,600668,431491,256510,163463,154153,10083,365960,21310,116358,151620,16788,386772,17404,294410,419470,15910,3458374,100.0,89.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,1715183,567098,387851,369039,187413,181626,1593,823,770,539469,383482,155987,265453,274016,1175714,149604,241825,28884,119156,1300586,404410,1766,447,4393,95,35,3451,17671,79525,2031,19729,324972,27179,352151,341757,290532,205875,129442,86528,63506,8882,201340,6778,48323,37986,7331,184329,2386,49191,195440,3780,1711732,100.0,97.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,3006538,915142,575788,532673,285280,247393,508,259,249,892214,783313,108901,699503,192711,2114324,344973,275192,31141,240908,2412595,527581,4630,51090,2312,301,84,7945,91958,115163,3889,27533,520289,134714,655003,451571,476064,315873,158430,96308,87355,8885,333199,9927,122562,73581,12078,268315,5667,135885,288372,7979,2998593,0.0,87.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,4483992,1397702,886031,1446427,767033,679394,1602,833,769,1422602,1171252,251350,1023642,398960,3061390,571097,473554,70971,306980,3555450,893725,6579,11611,2663,1410,79,12475,74072,102040,3874,34609,827583,111319,938902,714304,656401,482220,221898,136383,127750,8775,575384,11679,205606,88916,13992,346907,4775,123246,369436,8537,4471517,100.0,89.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,1862559,601988,383720,421661,218996,202665,385018,197825,187193,730399,463611,266788,397196,333203,1132160,141007,371261,29417,188714,1738769,103567,3963,1649,1747,487,1907,10470,40467,95582,5149,25220,337048,91040,428088,306218,297226,212565,120822,82614,63846,9357,203774,10279,82293,50700,6555,151246,8208,80712,165535,7734,1852089,100.0,92.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,3797117,1300248,939654,851587,431438,420149,696,358,338,1242632,869838,372794,690967,551665,2554485,338890,501634,85785,316323,3119590,650261,4453,1629,9989,426,336,10433,55055,233701,5956,44008,839737,49891,889628,460210,637015,526973,306046,188848,176414,15277,526011,18382,188306,104307,19566,406409,8061,135697,440274,14299,3786684,100.0,98.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,3108367,1053063,720521,948588,494487,454101,2926,1558,1368,1124744,851014,273730,761831,362913,1983623,450123,332663,49243,292715,2732016,363453,3574,1204,920,240,31,6929,70484,99466,3476,28719,596317,121039,717356,501457,512965,415378,240024,136688,101934,7173,417537,10191,178176,79130,14093,283343,5016,134235,306178,8742,3101438,100.0,91.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,3676841,1389116,1014787,486958,256483,230475,28617,14992,13625,1220708,921234,299474,920761,299947,2456133,197952,182146,168764,671846,3107681,546987,7696,3309,1146,1898,298,7826,202055,336056,19214,57583,438935,316129,755064,467782,608174,557052,447926,351391,281652,34841,412569,24216,169964,157861,24120,354568,29831,309911,398076,19388,3669015,100.0,91.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,622506,231604,204893,150995,72695,78300,1281,633,648,298211,142460,155751,201078,97133,324295,207617,10274,4312,76008,611250,7752,1895,256,201,31,6,1115,40199,109876,1830,9858,260056,21082,281138,90864,120029,115810,76148,53026,37742,2263,2673,3396,35647,6719,3629,86810,2383,70237,98610,8171,621391,100.0,114.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,259898,97546,81937,72061,35623,36438,1982,971,1011,123638,58708,64930,78085,45553,136260,85125,8985,2991,26537,257509,1440,397,46,102,7,16,381,13352,47083,435,3595,96031,3880,99911,38113,47788,50340,31224,20785,10900,675,975,1149,12012,2005,823,32980,544,25873,35364,1561,259517,100.0,109.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,391605,155395,125161,79317,39718,39599,12260,6021,6239,180940,93832,87108,115115,65825,210665,121157,3845,5384,50554,385818,4395,428,323,190,11,23,417,27853,71524,899,5582,163434,22906,186340,47447,68435,67519,47703,32557,27168,2367,861,2516,17641,2311,1482,53380,956,46579,59079,4217,391188,100.0,102.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,259648,102015,75711,47383,24188,23195,1339,777,562,99566,60427,39139,62698,36868,160082,59993,4032,1570,33971,249563,8693,870,336,24,28,6,128,18785,37725,548,3159,85202,12839,98041,36127,48093,45766,23610,18360,15110,1317,7523,1387,8373,5151,1173,28298,1162,22588,31466,1995,259520,100.0,98.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,483439,189623,155927,120378,60111,60267,19535,9558,9977,216490,113539,102951,145481,71009,266949,137332,5432,6055,67671,475105,6015,1401,260,185,13,30,430,45365,95421,1344,7932,183687,26256,209943,63591,87585,90983,56591,42086,28375,2237,1600,3008,20473,6136,3628,58592,2037,58954,67332,5112,483009,100.0,102.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,618931,227406,180588,102130,50371,51759,875,459,416,280442,140821,139621,165912,114530,338489,187121,8129,4021,81171,609835,7374,656,290,32,91,109,544,50929,117239,1366,7831,227059,27177,254236,72163,103462,95417,74008,58434,30704,2073,3876,4324,17689,9697,2164,90594,2895,68294,98205,5447,618387,100.0,108.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,1648902,598525,439314,238264,124385,113879,123037,61758,61279,591458,444578,146880,450762,140696,1057444,122686,165250,26396,277126,1104452,372267,6064,162768,505,738,159,1949,116576,254802,7883,28053,269406,145253,414659,179602,302653,232381,169274,113661,111062,11786,194624,16841,23665,88369,10066,205913,14950,192243,228966,12987,1646953,100.0,92.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,330086,128237,86889,80567,40833,39734,3512,1651,1861,157276,84265,73011,128367,28909,172810,117264,4387,3122,32503,324859,3554,353,167,563,74,105,411,21374,52621,602,4104,112148,9061,121209,43442,46625,47640,30901,24989,18882,981,1353,1637,8373,4046,882,40344,924,29400,43020,1794,329675,100.0,96.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,3596674,1299337,933655,1174447,593440,581007,368690,183467,185223,1466220,1050822,415398,916393,549827,2130454,309723,647374,61386,447737,3033581,290450,3865,386,260,2904,260694,4534,45126,334670,4273,34128,900515,90885,991400,450029,545200,686924,261478,143882,133465,20379,546543,7898,108877,72350,12915,263516,6298,177819,297338,20907,3592140,100.0,96.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,7717563,2918040,2329168,2115719,1079584,1036135,489447,243581,245866,2911251,2293083,618168,2166742,744509,4806312,342166,973182,124558,1471345,6008472,1599764,21220,16675,1602,1674,44968,23188,292585,1049943,32323,141387,1364868,862368,2227236,800473,1437198,1605634,698251,405935,439823,62616,1104486,46714,263907,263368,46649,810210,51392,747286,930784,73925,7694375,100.0,95.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,3502404,1201481,956966,1033140,529001,504139,242484,119787,122697,1331603,1029770,301833,912844,418759,2170801,227254,611510,65062,427777,2181515,1298054,10906,582,258,1152,6051,3886,57010,333752,5210,39636,831044,134565,965609,417769,661190,622372,245201,122865,115743,15205,451618,7305,102820,54557,12843,238435,6622,191514,272320,21042,3498518,100.0,96.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,1676276,596474,487211,482754,248312,234442,275366,138025,137341,702987,499560,203427,526470,176517,973289,193276,279932,32290,197489,1232850,412788,24794,276,148,323,2786,2311,37186,168069,2518,24318,390949,70077,461026,247675,323965,327064,135556,63286,52345,5190,225689,6211,38250,20163,5278,140781,3105,103980,154925,8866,1673965,100.0,96.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,1846823,717673,597912,317275,161495,155780,397389,197251,200138,683726,479586,204140,532855,150871,1163097,76178,66041,16579,524928,1366681,105086,141848,2032,209240,1840,15523,4573,141897,297176,10943,38065,303284,215675,518959,183479,344865,402415,176129,113905,110193,12851,125953,15192,71054,39828,7465,214598,14213,222987,239601,17538,1842250,100.0,97.0
West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,1942824,1662382,718951,367053,351898,15094,7761,7333,1819845,1498170,321675,1496267,323578,3030184,80575,181662,297774,1259834,3535844,1270641,8666,4380,1258,9699,1265,18276,325053,796953,30751,99261,483384,869313,1352697,516323,1059842,1084155,446743,284481,304594,37027,576054,22295,340533,122818,33008,572020,29557,539312,659579,54551,4831753,100.0,94.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,5519145,2211777,1866611,1344021,680992,663029,229243,113249,115994,2152870,1713608,439262,1714645,438225,3366275,259680,583380,111828,1197982,4574569,870204,7300,2662,1730,2160,49050,11470,319815,965258,31725,118459,992085,647953,1640038,676265,1172797,1174912,515807,333658,380060,44252,903374,24013,303088,167753,40997,661149,30270,628340,780325,78179,5507675,100.0,96.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,3872846,1396622,1102158,1458278,750841,707437,731704,365868,365836,1512910,1091361,421549,1153765,359145,2359936,214932,349672,30090,918216,3156781,445817,186279,2994,50676,1461,23816,5022,138522,382500,9322,48818,798378,319426,1117804,455854,765613,814395,292056,150360,129393,18916,502539,16431,69407,67075,13310,292839,12288,268908,332800,26651,3867824,100.0,95.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,4496694,1926915,1661222,241932,128053,113879,10684,5729,4955,1795740,1412466,383274,1576419,219321,2700954,16039,12388,68438,1698875,3440290,926414,39758,13849,4771,21178,1452,48982,623579,927602,136618,252644,0,1308106,1308106,255171,597841,820902,555529,425245,691804,89701,252887,85605,458342,117173,58403,631098,96030,816141,857883,168382,4447712,100.0,91.0
